[20250128_154916] Server running in DEBUG mode.
[20250128_154916] Server started
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154933] Read Event
[20250128_154933] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] File event
[20250128_154934] Writing into file...
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] File event
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] File event
[20250128_154934] Writing into file...
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] File event
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154934] Read Event
[20250128_154934] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] File event
[20250128_154935] Writing into file...
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] File event
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] Read Event
[20250128_154935] From client
[20250128_154935] File event
[20250128_154935] Writing into file...
[20250128_154935] File event
[20250128_154935] Send Event
[20250128_154935] Removing Client 8
[20250128_154935] Send Event
[20250128_154943] Read Event
[20250128_154943] Client accepted : 7
Connected through port : 8080
Through host : localhost:8080
[20250128_154943] Read Event
[20250128_154943] From client
[20250128_154943] PATH : www/cgi-bin/calculator.py
[20250128_154943] Read Event
[20250128_154943] From client
[20250128_154943] Error receiving from client -3
[20250128_154943] Removing Client -3
