[20250116_165214] Server running in DEBUG mode.
[20250116_165214] Server started
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Read Event
[20250116_165217] Send Event
[20250116_165217] Sending message to client : HTTP/1.1 200 OK
Content-Length: 147

Content-Type: text/html

<html><body>
<h1>Error: Missing parameters</h1>
<p>Provide parameters: num1, num2, and op (+, -, *, /)</p>
</body></html>


[20250116_165217] Size : 189
[20250116_165217] Erased 189bytes
[20250116_165217] Message now empty
