[20250116_164103] Server running in DEBUG mode.
[20250116_164103] Server started
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Read Event
[20250116_164109] Send Event
[20250116_164109] Sending message to client : HTTP/1.1 200 OK
Content-Length: 147

Content-Type: text/html

<html><body>
<h1>Error: Missing parameters</h1>
<p>Provide parameters: num1, num2, and op (+, -, *, /)</p>
</body></html>


[20250116_164109] Here
