[20250129_140348] Server running in DEBUG mode.
[20250129_140348] Server started
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] File event
[20250129_140355] Writing into file...
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] File event
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] File event
[20250129_140355] Writing into file...
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] File event
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] File event
[20250129_140355] Writing into file...
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] File event
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140355] Read Event
[20250129_140355] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Writing into file...
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Writing into file...
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Writing into file...
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Writing into file...
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Writing into file...
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140356] File event
[20250129_140356] Read Event
[20250129_140356] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] File event
[20250129_140357] Writing into file...
[20250129_140357] File event
[20250129_140357] Send Event
[20250129_140357] Sending message to client : HTTP/1.1 201 Created
Connection: keep-alive
Content-Type: multipart/form-data; boundary=----WebKitFormBoundaryHkzVU6kvSZ1AQy4P
Date: Wed, 29 Jan 2025 14:03:57 CET
Location: /uploads/
Server: webserv/42.0
Content-Length: 17

Upload successful


[20250129_140357] Send Event
[20250129_140357] Read Event
[20250129_140357] From client
[20250129_140357] Client Closed Connection
[20250129_140357] Removing Client 7
